Orthogroup,overlaps,acidithiobacillus_ferrooxidans,acidithiobacillus_thiooxidans,burkholderia_pseudomallei,e_coli,l_ferriphilum.gbk,leptospirillum_ferrooxidans,pseudomonas_aeruginosa_pao1,s_maltophilia,shewanella_oneidensis,MEGAHIT-AR1_L2.36,MEGAHIT-AR2_L2.57,MEGAHIT-AR3_L2.6,MEGAHIT-AR4_L2.41,acidihalobacter_aeolianus,acidihalobacter_ferrooxydans,acidihalobacter_prosperus,acidihalobacter_yilgarnensis,acidithiobacillus_ferrooxidans_counts,acidithiobacillus_thiooxidans_counts,burkholderia_pseudomallei_counts,e_coli_counts,l_ferriphilum.gbk_counts,leptospirillum_ferrooxidans_counts,pseudomonas_aeruginosa_pao1_counts,s_maltophilia_counts,shewanella_oneidensis_counts,MEGAHIT-AR1_L2.36_counts,MEGAHIT-AR2_L2.57_counts,MEGAHIT-AR3_L2.6_counts,MEGAHIT-AR4_L2.41_counts,acidihalobacter_aeolianus_counts,acidihalobacter_ferrooxydans_counts,acidihalobacter_prosperus_counts,acidihalobacter_yilgarnensis_counts
OG0001062,2,,,WP_004188393.1,,LFTS_00552,,,,,IEKBFFFE_00372,OIDPMNJM_04064,LNLMDAFO_01355,KPCADNOF_03154,,APZ44668.1,,AOU98533.1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1
OG0001067,1,,,,,,,,,WP_011073027.1,"IEKBFFFE_00578, IEKBFFFE_01132, IEKBFFFE_02137","OIDPMNJM_01458, OIDPMNJM_04366, OIDPMNJM_04997","LNLMDAFO_02296, LNLMDAFO_03272, LNLMDAFO_03293",KPCADNOF_02105,,,,,0,0,0,0,0,0,0,0,1,3,3,3,1,0,0,0,0
OG0001070,1,,,,,,,,,WP_011073642.1,IEKBFFFE_00868,OIDPMNJM_03924,LNLMDAFO_01213,,AOV18045.1,APZ44126.1,"OBS08061.1, OBS08426.1, OBS10666.1","AOU96892.1, AOU97082.1, AOU97814.1, AOU97838.1, AOU98196.1",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,3,5
OG0001072,1,,,,,,WP_041775135.1,,,,IEKBFFFE_00888,OIDPMNJM_02260,LNLMDAFO_01616,,AOV17196.1,,OBS10483.1,AOU97637.1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
OG0001074,1,,,,,,,,,WP_011071016.1,IEKBFFFE_00946,OIDPMNJM_02552,LNLMDAFO_00012,KPCADNOF_03312,AOV18386.1,APZ42126.1,OBS09640.1,AOU97032.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001087,1,,,,WP_000384413.1,,,,,,IEKBFFFE_01246,OIDPMNJM_03387,LNLMDAFO_01715,,AOV16867.1,APZ43061.1,OBS10637.1,AOU98223.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001094,1,WP_012537605.1,,,,,,,,,IEKBFFFE_01406,OIDPMNJM_00274,LNLMDAFO_00672,,AOV18327.1,,OBS09697.1,AOU99565.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
OG0001097,2,,,,WP_000591375.1,,,,,WP_011071109.1,IEKBFFFE_01495,OIDPMNJM_00572,LNLMDAFO_01016,KPCADNOF_01800,AOV17630.1,APZ43836.1,OBS10058.1,AOU98734.1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001101,1,WP_012537365.1,,,,,,,,,IEKBFFFE_01658,OIDPMNJM_02590,LNLMDAFO_00071,,AOV15682.1,APZ41928.1,OBS08391.1,AOU96646.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001107,1,,,,,,,,,WP_011070646.1,IEKBFFFE_01914,OIDPMNJM_03648,LNLMDAFO_00966,KPCADNOF_01272,AOV16520.1,APZ42090.1,OBS08767.1,AOU97352.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001108,1,,,,,,,,,WP_011070936.1,IEKBFFFE_01931,OIDPMNJM_04757,LNLMDAFO_01138,KPCADNOF_03870,AOV16548.1,APZ43544.1,OBS08805.1,AOU97373.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001114,1,,,,,,WP_014450627.1,,,,IEKBFFFE_02067,OIDPMNJM_03557,LNLMDAFO_02466,,AOV18685.1,APZ44392.1,OBS09532.1,AOU99846.1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
OG0001117,1,,,,,,,,,WP_011071123.1,IEKBFFFE_02402,OIDPMNJM_01977,LNLMDAFO_02994,KPCADNOF_03808,AOV18098.1,APZ44218.1,OBS08134.1,AOU96838.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001119,1,,,,,,WP_014449036.1,,,,IEKBFFFE_02435,OIDPMNJM_03824,LNLMDAFO_00486,,AOV16397.1,APZ44124.1,OBS10147.1,,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0
OG0001126,1,,,,,,,,,WP_011071885.1,IEKBFFFE_02558,"OIDPMNJM_01616, OIDPMNJM_04220",LNLMDAFO_00205,,AOV16069.1,,"OBS08348.1, OBS08691.1",,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,2,0
OG0001129,1,WP_009566240.1,,,,,,,,,IEKBFFFE_02814,OIDPMNJM_02940,LNLMDAFO_00785,,AOV17379.1,"APZ42473.1, APZ43357.1",OBS08896.1,AOU97477.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1
OG0001130,1,,,,,,,,WP_044570658.1,,IEKBFFFE_02823,OIDPMNJM_02949,LNLMDAFO_00794,,AOV17370.1,APZ43348.1,OBS08906.1,AOU97485.1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
OG0001132,1,,,,,,,,,WP_011071919.1,IEKBFFFE_02856,"OIDPMNJM_00285, OIDPMNJM_02982",LNLMDAFO_00827,KPCADNOF_02916,AOV17346.1,APZ43584.1,OBS10310.1,AOU97508.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0001145,1,,,,,LFTS_01306,,,,,IEKBFFFE_03379,OIDPMNJM_01383,LNLMDAFO_00106,KPCADNOF_03851,AOV16177.1,APZ42112.1,OBS09620.1,AOU97050.1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
OG0001147,1,,,,,,,,,WP_011072839.1,IEKBFFFE_03423,OIDPMNJM_00952,LNLMDAFO_02861,,AOV17213.1,APZ42432.1,OBS10462.1,AOU97623.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001148,1,WP_225487051.1,,,,,,,,,IEKBFFFE_03427,OIDPMNJM_00956,LNLMDAFO_02856,,AOV17211.1,"APZ42452.1, APZ42477.1",OBS10464.1,AOU97624.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1
OG0001149,1,,,,,,,NP_251311.4,,,IEKBFFFE_03440,OIDPMNJM_01826,LNLMDAFO_01304,KPCADNOF_03891,AOV18506.1,APZ43654.1,OBS10750.1,AOU98105.1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
OG0001153,1,,,,,LFTS_01315,,,,,IEKBFFFE_03721,OIDPMNJM_05045,LNLMDAFO_00250,,AOV16184.1,APZ43808.1,OBS09613.1,AOU97056.1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
OG0001162,2,,,,,,,,,"WP_011071355.1, WP_011071356.1",,,,,AOV18072.1,APZ43500.1,OBS08093.1,AOU96866.1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1
OG0001185,1,,,,WP_000983609.1,,,,,,IEKBFFFE_00335,OIDPMNJM_02166,LNLMDAFO_02932,,AOV18464.1,,OBS09802.1,AOU98453.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
OG0001186,2,,,,WP_000620071.1,,,,WP_012480108.1,,IEKBFFFE_00350,OIDPMNJM_02181,LNLMDAFO_02947,,AOV16634.1,APZ43006.1,OBS09819.1,"AOU98467.1, AOU98468.1",0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2
OG0001190,1,WP_225487201.1,,,,,,,,,IEKBFFFE_00631,OIDPMNJM_01119,LNLMDAFO_03199,,AOV18010.1,APZ42916.1,OBS08023.1,AOU96927.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001193,1,,,,,,,,,WP_011071382.1,IEKBFFFE_00866,OIDPMNJM_03926,LNLMDAFO_01211,,AOV18043.1,APZ43572.1,OBS08058.1,AOU96895.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001197,1,WP_009567208.1,,,,,,,,,IEKBFFFE_00935,OIDPMNJM_00429,LNLMDAFO_00615,,AOV17552.1,APZ43518.1,OBS09966.1,AOU98627.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001206,2,WP_012537322.1,,,,,,,,WP_011072565.1,IEKBFFFE_01119,OIDPMNJM_02607,LNLMDAFO_02974,,AOV16332.1,APZ43987.1,OBS10211.1,AOU98914.1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001207,1,,,,,,,,WP_005407777.1,,IEKBFFFE_01172,OIDPMNJM_01194,LNLMDAFO_03333,KPCADNOF_02850,AOV17730.1,APZ44741.1,OBS08589.1,AOU97220.1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0001210,2,WP_012536848.1,,,,,,,,WP_011073185.1,IEKBFFFE_01236,OIDPMNJM_03377,LNLMDAFO_01705,,AOV16877.1,APZ43070.1,OBS10647.1,AOU98213.1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001212,2,WP_009562256.1,,,,,,,,WP_011070587.1,IEKBFFFE_01249,OIDPMNJM_04821,LNLMDAFO_01737,KPCADNOF_00048,AOV18121.1,APZ44295.1,OBS08162.1,AOU96814.1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001226,1,,,,,,,,,WP_011070466.1,IEKBFFFE_01643,OIDPMNJM_03619,LNLMDAFO_00056,,AOV15860.1,APZ41747.1,OBS09395.1,AOU99267.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001233,1,,,,,,,,,WP_011072100.1,IEKBFFFE_01827,OIDPMNJM_00828,LNLMDAFO_01437,KPCADNOF_01244,AOV17496.1,APZ43671.1,OBS09896.1,AOU98563.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001234,1,,,,,,,,,WP_011072246.1,IEKBFFFE_01864,"OIDPMNJM_02557, OIDPMNJM_03098",LNLMDAFO_00075,KPCADNOF_03185,,,OBS10847.1,AOU98037.1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1
OG0001236,1,,,,WP_001051883.1,,,,,,IEKBFFFE_01929,OIDPMNJM_04759,LNLMDAFO_01136,,AOV16546.1,APZ43546.1,OBS08803.1,AOU97371.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001247,2,,,,WP_001295442.1,,,,WP_012480124.1,,IEKBFFFE_02276,OIDPMNJM_01718,LNLMDAFO_00557,KPCADNOF_00998,AOV16618.1,APZ42989.1,OBS09841.1,AOU98484.1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0001255,2,WP_009566940.1,,,,,WP_014448923.1,,,,"IEKBFFFE_02439, IEKBFFFE_02919",OIDPMNJM_03828,LNLMDAFO_00482,,AOV18101.1,APZ41971.1,OBS08138.1,AOU96835.1,1,0,0,0,0,1,0,0,0,2,1,1,0,1,1,1,1
OG0001275,1,,,,,,,,,WP_011071112.1,IEKBFFFE_03008,,LNLMDAFO_03399,,"AOV17019.1, AOV18599.1",APZ43642.1,OBS10060.1,AOU98736.1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,1
OG0001277,2,WP_012536829.1,,WP_004196484.1,,,,,,,IEKBFFFE_03074,OIDPMNJM_01017,LNLMDAFO_01492,,AOV18583.1,APZ43923.1,OBS09941.1,AOU98605.1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001282,1,WP_012536515.1,,,,,,,,,IEKBFFFE_03149,OIDPMNJM_04100,LNLMDAFO_03050,,AOV18475.1,APZ44565.1,OBS09732.1,AOU98389.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001288,1,,,,,,,,,WP_011073697.1,IEKBFFFE_03287,OIDPMNJM_04600,LNLMDAFO_02333,,AOV17948.1,APZ43934.1,OBS09110.1,AOU99032.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001295,2,,,,WP_000587764.1,LFTS_01629,,,,,IEKBFFFE_03718,OIDPMNJM_05042,LNLMDAFO_00247,,AOV16186.1,APZ42755.1,OBS09610.1,AOU97058.1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1
OG0001308,2,,,,WP_000121005.1,,,,WP_223846466.1,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001321,2,,,,WP_001295445.1,,,NP_253764.1,,,IEKBFFFE_00452,OIDPMNJM_01154,LNLMDAFO_03251,,AOV16342.1,APZ42312.1,OBS10200.1,AOU98902.1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1
OG0001330,1,,,,,,,,,WP_011072030.1,IEKBFFFE_00820,OIDPMNJM_02425,LNLMDAFO_02253,KPCADNOF_01188,AOV15690.1,APZ44763.1,OBS08381.1,AOU96656.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001337,1,,,,,,,,,WP_011070464.1,IEKBFFFE_00998,OIDPMNJM_04575,LNLMDAFO_02476,KPCADNOF_00287,AOV18173.1,APZ43618.1,OBS08249.1,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
OG0001342,1,WP_009566343.1,,,,,,,,,IEKBFFFE_01075,OIDPMNJM_01533,LNLMDAFO_02142,,AOV17112.1,APZ42486.1,OBS10941.1,AOU97917.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001343,1,,,,,,,,,WP_011071781.1,IEKBFFFE_01097,OIDPMNJM_01555,LNLMDAFO_02164,,AOV16719.1,APZ43242.1,OBS11050.1,AOU98375.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001344,2,,,WP_004198197.1,WP_000906340.1,,,,,,IEKBFFFE_01156,OIDPMNJM_04973,LNLMDAFO_03317,,AOV17741.1,APZ42981.1,OBS08576.1,AOU97209.1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001345,1,,,,WP_000795630.1,,,,,,IEKBFFFE_01157,OIDPMNJM_04972,LNLMDAFO_03318,,AOV17740.1,APZ42982.1,OBS08577.1,AOU97210.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001350,1,,,,,,,,,WP_011072698.1,IEKBFFFE_01532,OIDPMNJM_03445,LNLMDAFO_02835,KPCADNOF_00519,AOV18375.1,APZ43566.1,OBS07974.1,AOU96971.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001354,1,WP_012536822.1,,,,,,,,,IEKBFFFE_01934,OIDPMNJM_04754,LNLMDAFO_01141,,AOV16551.1,APZ43541.1,OBS08808.1,AOU97376.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001357,1,,,,,,WP_014450359.1,,,,IEKBFFFE_02005,OIDPMNJM_03312,LNLMDAFO_03387,,AOV17076.1,APZ43220.1,OBS10913.1,AOU97985.1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
OG0001367,1,,,,WP_000349316.1,,,,,,IEKBFFFE_02274,OIDPMNJM_01716,LNLMDAFO_00555,,AOV16616.1,APZ42987.1,OBS09843.1,AOU98486.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001368,1,,,,WP_001295441.1,,,,,,IEKBFFFE_02278,OIDPMNJM_01720,LNLMDAFO_00559,,AOV16620.1,APZ42991.1,OBS09839.1,AOU99701.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001369,1,,,,WP_001282683.1,,,,,,IEKBFFFE_02294,OIDPMNJM_01736,LNLMDAFO_00575,,AOV16632.1,APZ43004.1,OBS09823.1,AOU98470.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001383,1,,,,,,WP_014449978.1,,,,IEKBFFFE_03167,OIDPMNJM_04118,LNLMDAFO_03068,KPCADNOF_01518,AOV17156.1,APZ42439.1,OBS10526.1,"AOU97675.1, AOU98300.1",0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2
OG0001387,1,WP_012537028.1,,,,,,,,,IEKBFFFE_03300,OIDPMNJM_04613,LNLMDAFO_02346,,AOV17959.1,APZ44513.1,OBS09123.1,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
OG0001390,1,,,,,,,,,WP_011072939.1,IEKBFFFE_03410,OIDPMNJM_00939,LNLMDAFO_02874,,AOV17223.1,APZ44592.1,OBS10449.1,AOU97611.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001405,1,,,,,,,,,WP_011072968.1,,,,"KPCADNOF_01202, KPCADNOF_01678",,,OBS08905.1,AOU97484.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
OG0001417,1,,,,,,,NP_250937.1,,,,,,,,APZ42445.1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
OG0001429,1,,WP_010640182.1,,,,,,,,IEKBFFFE_00156,OIDPMNJM_01814,LNLMDAFO_01292,,AOV16966.1,APZ43643.1,OBS10762.1,AOU99644.1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001431,1,,,,,,,,,WP_011070428.1,"IEKBFFFE_00290, IEKBFFFE_00291","OIDPMNJM_00225, OIDPMNJM_00226","LNLMDAFO_02887, LNLMDAFO_02888",,AOV18605.1,,OBS08649.1,AOU97275.1,0,0,0,0,0,0,0,0,1,2,2,2,0,1,0,1,1
OG0001440,1,,,,,,,,WP_012479220.1,,IEKBFFFE_00413,OIDPMNJM_03504,LNLMDAFO_02616,,AOV15795.1,APZ43559.1,OBS09458.1,AOU99316.1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
OG0001441,1,,,,,,,,,WP_011073522.1,IEKBFFFE_00415,OIDPMNJM_03502,LNLMDAFO_02618,,AOV15793.1,APZ43561.1,OBS09460.1,AOU99833.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001446,1,,,,,,,,WP_012480783.1,,IEKBFFFE_00492,OIDPMNJM_04738,LNLMDAFO_01089,,AOV16946.1,APZ42397.1,OBS10736.1,AOU98119.1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
OG0001464,1,WP_009567146.1,,,,,,,,,IEKBFFFE_00874,OIDPMNJM_03918,LNLMDAFO_01219,,AOV18051.1,APZ44135.1,OBS08067.1,AOU96887.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001470,1,,,,,,,,,WP_037416754.1,IEKBFFFE_01110,OIDPMNJM_01568,LNLMDAFO_02177,,AOV16731.1,APZ43231.1,OBS11036.1,AOU98364.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001471,1,,,,,,,,,WP_011071699.1,IEKBFFFE_01126,OIDPMNJM_05004,LNLMDAFO_03287,"KPCADNOF_00115, KPCADNOF_03678",AOV18346.1,APZ42790.1,OBS09286.1,AOU99806.1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1
OG0001480,1,,,,,,,NP_249046.1,,,IEKBFFFE_01455,OIDPMNJM_02384,LNLMDAFO_02211,KPCADNOF_01426,,APZ41791.1,,,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0
OG0001491,1,,,,,,,,,WP_011073970.1,IEKBFFFE_01813,OIDPMNJM_00052,LNLMDAFO_01228,,AOV16971.1,APZ43637.1,OBS10768.1,AOU98091.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001505,1,,,,,,,,,WP_011071176.1,IEKBFFFE_02541,OIDPMNJM_01599,LNLMDAFO_00188,,AOV17048.1,APZ42501.1,OBS10878.1,AOU98013.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001510,1,,,,,,,NP_250933.1,,,IEKBFFFE_02677,OIDPMNJM_00650,LNLMDAFO_03429,"KPCADNOF_01116, KPCADNOF_02874",AOV18416.1,APZ43370.1,OBS10182.1,AOU99744.1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,1,1
OG0001512,1,,,,,,,,,WP_011071483.1,IEKBFFFE_02808,OIDPMNJM_02298,LNLMDAFO_01734,,AOV17974.1,APZ44746.1,OBS09152.1,AOU99056.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001513,1,,,,,,,,,WP_011073271.1,IEKBFFFE_02946,OIDPMNJM_00133,LNLMDAFO_00347,,AOV16220.1,APZ43615.1,OBS10228.1,AOU98917.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001520,1,,,,,,,,,WP_011070880.1,IEKBFFFE_03173,OIDPMNJM_04124,LNLMDAFO_03074,,AOV16805.1,APZ43680.1,OBS09976.1,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
OG0001526,1,,,,WP_000808667.1,,,,,,IEKBFFFE_03411,OIDPMNJM_00940,LNLMDAFO_02873,,AOV17222.1,APZ42872.1,OBS10450.1,AOU97612.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001530,1,,,,,,,,,WP_011071970.1,IEKBFFFE_03716,OIDPMNJM_05040,LNLMDAFO_00245,,AOV16188.1,APZ43590.1,OBS09608.1,"AOU96976.1, AOU97059.1",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2
OG0001539,1,,,,,,,NP_253413.1,,,,,,KPCADNOF_03232,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OG0001550,1,,,,,,,,,WP_011073211.1,IEKBFFFE_00112,OIDPMNJM_02509,LNLMDAFO_02707,KPCADNOF_00377,AOV16295.1,APZ41899.1,OBS08513.1,AOU97155.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001568,1,,,,,,,,,WP_011071698.1,IEKBFFFE_01127,OIDPMNJM_05003,LNLMDAFO_03288,KPCADNOF_02701,AOV15954.1,APZ42791.1,OBS09285.1,AOU99157.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001569,2,,,,,"LFTS_01330, LFTS_01331",,,,,IEKBFFFE_01160,OIDPMNJM_04969,LNLMDAFO_03321,,AOV17736.1,APZ41892.1,OBS08581.1,AOU97214.1,0,0,0,0,2,0,0,0,0,1,1,1,0,1,1,1,1
OG0001573,1,,,,,LFTS_01782,,,,,IEKBFFFE_01377,"OIDPMNJM_01237, OIDPMNJM_03797",LNLMDAFO_02016,KPCADNOF_03849,AOV17473.1,APZ43470.1,,,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,0,0
OG0001628,1,WP_009567466.1,,,,,,,,,IEKBFFFE_03382,OIDPMNJM_01380,LNLMDAFO_00109,,AOV16174.1,APZ42115.1,OBS09623.1,AOU97047.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001629,1,,,,,,,,,WP_011070810.1,IEKBFFFE_03393,"OIDPMNJM_03188, OIDPMNJM_05060, OIDPMNJM_05205","LNLMDAFO_00681, LNLMDAFO_03165","KPCADNOF_00424, KPCADNOF_00660, KPCADNOF_02115, KPCADNOF_02363",,,,,0,0,0,0,0,0,0,0,1,1,3,2,4,0,0,0,0
OG0001636,2,,,,,,,,,"WP_011071928.1, WP_011073541.1",,OIDPMNJM_00505,,"KPCADNOF_00808, KPCADNOF_01165",,,,,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0
OG0001658,1,,,,,,,NP_252926.1,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001660,2,,,,,,,"NP_251088.1, NP_252911.1",,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OG0001670,1,,,,WP_000807579.1,,,,,,IEKBFFFE_00351,OIDPMNJM_02182,LNLMDAFO_02948,,AOV16633.1,APZ43005.1,OBS09821.1,AOU98469.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001671,1,WP_229129794.1,,,,,,,,,IEKBFFFE_00364,"OIDPMNJM_01400, OIDPMNJM_04056",LNLMDAFO_01347,,AOV16585.1,APZ42163.1,OBS09881.1,AOU98548.1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1
OG0001675,1,,,,,LFTS_01631,,,,,IEKBFFFE_00462,OIDPMNJM_01326,LNLMDAFO_01059,KPCADNOF_02322,,,,,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
OG0001696,1,,,,,,,,,WP_011071697.1,IEKBFFFE_01128,OIDPMNJM_05002,LNLMDAFO_03289,KPCADNOF_02700,AOV15955.1,APZ42792.1,OBS09284.1,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
OG0001702,1,WP_012537634.1,,,,,,,,,IEKBFFFE_01398,OIDPMNJM_00266,LNLMDAFO_00664,"KPCADNOF_02424, KPCADNOF_02517",AOV16062.1,,,,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0
OG0001707,1,,,,,,,,,WP_011071746.1,IEKBFFFE_01481,OIDPMNJM_03781,LNLMDAFO_00893,,,APZ41800.1,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
OG0001712,1,WP_012536596.1,,,,,,,,,IEKBFFFE_01796,OIDPMNJM_00811,LNLMDAFO_01420,,AOV15992.1,APZ41710.1,OBS09242.1,AOU99796.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001718,1,,,,WP_000263347.1,,,,,,IEKBFFFE_02142,OIDPMNJM_01463,LNLMDAFO_02301,,AOV16931.1,APZ42675.1,OBS10720.1,AOU98135.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001725,1,,,,,,,,,WP_011073388.1,IEKBFFFE_02458,OIDPMNJM_03847,LNLMDAFO_00463,,AOV17812.1,APZ44289.1,OBS10254.1,AOU99754.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001730,1,,,,,,,NP_251748.1,,,IEKBFFFE_02639,OIDPMNJM_03413,LNLMDAFO_02803,,,APZ43398.1,OBS08491.1,AOU97136.1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1
OG0001735,1,WP_012537250.1,,,,,,,,,IEKBFFFE_02685,OIDPMNJM_00642,LNLMDAFO_03437,KPCADNOF_00566,AOV18417.1,APZ43362.1,OBS10174.1,AOU99741.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0001746,1,,,,,,,,,WP_011072790.1,IEKBFFFE_03072,OIDPMNJM_01015,LNLMDAFO_01490,,AOV17533.1,APZ43925.1,OBS09943.1,AOU98606.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001747,1,,,,,,,,,WP_238560607.1,IEKBFFFE_03083,OIDPMNJM_01026,LNLMDAFO_01501,,,APZ43915.1,OBS09932.1,AOU98597.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
OG0001761,1,,,,WP_000242755.1,,,,,,IEKBFFFE_03613,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
