Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0002066	IEKBFFFE_02479	OIDPMNJM_03868	LNLMDAFO_00442		AOV18115.1	APZ42707.1	OBS08156.1	AOU96820.1	WP_012536851.1	WP_010640082.1									
OG0002067	IEKBFFFE_02499	OIDPMNJM_04473	LNLMDAFO_00422		AOV16136.1	APZ42074.1	OBS09672.1					WP_000520804.1				NP_252127.1		WP_011071075.1	
OG0002068	IEKBFFFE_02509	OIDPMNJM_00480	LNLMDAFO_00156		AOV17173.1	APZ43452.1	OBS10505.1	AOU97658.1			WP_038720323.1					NP_253389.1			
OG0002069	IEKBFFFE_02517	OIDPMNJM_00472	LNLMDAFO_00164		AOV16905.1	APZ43445.1	OBS10692.1	AOU98181.1	WP_009563880.1	WP_010639184.1									
OG0002070	IEKBFFFE_02535	OIDPMNJM_01593	LNLMDAFO_00182								WP_004192082.1	WP_000857856.1				NP_251324.1	WP_005407653.1	WP_011071671.1	WP_005407653.1
OG0002071	IEKBFFFE_02542	OIDPMNJM_01600	LNLMDAFO_00189		AOV18523.1	APZ42502.1	OBS10877.1	AOU98014.1									WP_005416228.1		WP_005416228.1
OG0002072	IEKBFFFE_02552	OIDPMNJM_01610	LNLMDAFO_00199		AOV17040.1	APZ42655.1	OBS10866.1	AOU98022.1	WP_012536166.1	WP_010637158.1									
OG0002073	IEKBFFFE_02584	OIDPMNJM_00161	LNLMDAFO_00630		AOV17774.1		OBS10618.1		WP_012536582.1				LFTS_01168	WP_099590471.1	WP_014450557.1				
OG0002074	IEKBFFFE_02590	OIDPMNJM_00167	LNLMDAFO_00636		AOV17769.1		OBS10622.1		WP_230959347.1				LFTS_01180	WP_143468966.1	WP_014450569.1				
OG0002075	IEKBFFFE_02597	OIDPMNJM_00174	LNLMDAFO_00643		AOV16376.1		OBS10576.1		WP_012536579.1				LFTS_01163	WP_099590466.1	WP_014450552.1				
OG0002076	IEKBFFFE_02598	OIDPMNJM_00175	LNLMDAFO_00644		AOV16377.1		OBS10577.1		WP_012536588.1				LFTS_01178	WP_099590480.1	WP_041774508.1				
OG0002077	IEKBFFFE_02601	OIDPMNJM_00178	LNLMDAFO_00647		AOV16381.1		OBS10582.1		WP_012536585.1				LFTS_01172	WP_143468962.1	WP_014450561.1				
OG0002078	IEKBFFFE_02606	OIDPMNJM_00183	LNLMDAFO_00652		AOV18420.1		OBS10591.1		WP_012536576.1				LFTS_01164	WP_099590467.1	WP_014450553.1				
OG0002079	IEKBFFFE_02607	OIDPMNJM_00184	LNLMDAFO_00653		AOV16387.1		OBS10592.1		WP_012536575.1				LFTS_01165	WP_099590468.1	WP_014450554.1				
OG0002080	IEKBFFFE_02608	OIDPMNJM_00185	LNLMDAFO_00654		AOV16388.1		OBS10593.1		WP_229129793.1				LFTS_01166	WP_099590469.1	WP_014450555.1				
OG0002081	IEKBFFFE_02613	OIDPMNJM_00190	LNLMDAFO_00659		AOV16392.1		OBS10598.1		WP_009563004.1				LFTS_01169	WP_099590472.1	WP_014450558.1				
OG0002082	IEKBFFFE_02673	OIDPMNJM_00654	LNLMDAFO_03425		AOV16352.1	APZ44652.1	OBS10186.1	AOU99746.1	WP_009567485.1	WP_010637263.1									
OG0002083	IEKBFFFE_02675	OIDPMNJM_00652	LNLMDAFO_03427		AOV18415.1	APZ44651.1	OBS10184.1	AOU99745.1	WP_009562302.1	WP_010637278.1									
OG0002084	IEKBFFFE_02678	OIDPMNJM_00649	LNLMDAFO_03430		AOV16354.1	APZ43369.1	OBS10181.1	AOU98888.1	WP_012537255.1	WP_010637281.1									
OG0002085	IEKBFFFE_02681	OIDPMNJM_00646	LNLMDAFO_03433		AOV16357.1	APZ43366.1	OBS10178.1	AOU98886.1	WP_009565261.1	WP_010637288.1									
OG0002086	IEKBFFFE_02684	OIDPMNJM_00643	LNLMDAFO_03436		AOV16360.1	APZ43363.1	OBS10175.1	AOU98884.1	WP_012537251.1	WP_010637293.1									
OG0002087	IEKBFFFE_02687	OIDPMNJM_00640	LNLMDAFO_03439		AOV16362.1	APZ43361.1	OBS10172.1	AOU98882.1	WP_012537249.1	WP_010640287.1									
OG0002088	IEKBFFFE_02700	OIDPMNJM_00751	LNLMDAFO_02950					AOU99740.1		WP_157999048.1	WP_004526624.1, WP_226992982.1	WP_000741310.1						WP_011071644.1	
OG0002089	IEKBFFFE_02704	OIDPMNJM_00747	LNLMDAFO_02954		AOV16111.1	APZ43266.1	OBS07944.1		WP_225487417.1	WP_238529152.1	WP_004188476.1								
OG0002090	IEKBFFFE_02764	OIDPMNJM_01900	LNLMDAFO_00301	KPCADNOF_02712	AOV17885.1	APZ43955.1	OBS09037.1	AOU99762.1			WP_004554012.1								
OG0002091	IEKBFFFE_02773	OIDPMNJM_04353	LNLMDAFO_00292			APZ43474.1				WP_010636899.1, WP_010638654.1	WP_004527598.1, WP_004552682.1				WP_014449517.1				
OG0002092	IEKBFFFE_02833	OIDPMNJM_02959	LNLMDAFO_00804		AOV18559.1	APZ42953.1	OBS08916.1	AOU99574.1	WP_226833929.1	WP_238529098.1									
OG0002093	IEKBFFFE_02841	OIDPMNJM_02967	LNLMDAFO_00812		AOV17354.1	APZ42339.1	OBS10302.1	AOU99575.1	WP_012537061.1	WP_010638592.1									
OG0002094	IEKBFFFE_02868	OIDPMNJM_02735, OIDPMNJM_02994	LNLMDAFO_00839		AOV18556.1	APZ42226.1	OBS10322.1	AOU97518.1										WP_011073996.1	
OG0002095	IEKBFFFE_02905	OIDPMNJM_03031	LNLMDAFO_00876		AOV17311.1		OBS10358.1	AOU97543.1	WP_012537604.1	WP_010641736.1	WP_004185355.1								
OG0002096	IEKBFFFE_02913	OIDPMNJM_04013	LNLMDAFO_00884		AOV17080.1, AOV17083.1		OBS10364.1	AOU97938.1			WP_009952312.1, WP_226992991.1								
OG0002097	IEKBFFFE_02969	OIDPMNJM_02225	LNLMDAFO_01286		AOV16367.1		OBS10164.1	AOU98823.1	WP_012536757.1	WP_010640039.1	WP_004189857.1								
OG0002098	IEKBFFFE_03026	OIDPMNJM_02123	LNLMDAFO_01890		AOV16519.1	APZ44152.1	OBS08766.1	AOU97342.1									WP_005410255.1		WP_005410255.1
OG0002099	IEKBFFFE_03028	OIDPMNJM_02125	LNLMDAFO_01892	KPCADNOF_03719	AOV16597.1	APZ42130.1	OBS09867.1	AOU98504.1			WP_004522893.1								
OG0002100	IEKBFFFE_03068	OIDPMNJM_01011	LNLMDAFO_01486		AOV17537.1	APZ43928.1	OBS09947.1	AOU98610.1	WP_009565875.1	WP_010639170.1									
OG0002101	IEKBFFFE_03087	OIDPMNJM_01030	LNLMDAFO_01505		AOV17523.1	APZ43911.1	OBS09928.1	AOU98593.1	WP_009564939.1	WP_010637320.1									
OG0002102	IEKBFFFE_03089	OIDPMNJM_01032	LNLMDAFO_01507		AOV17521.1	APZ43909.1	OBS09926.1	AOU98591.1	WP_012537243.1	WP_010637325.1									
OG0002103	IEKBFFFE_03090	OIDPMNJM_01033	LNLMDAFO_01508		AOV18579.1	APZ43908.1	OBS09925.1	AOU98590.1	WP_009562417.1	WP_010637327.1									
OG0002104	IEKBFFFE_03098	OIDPMNJM_01041	LNLMDAFO_01516	KPCADNOF_00891, KPCADNOF_03167, KPCADNOF_03676		APZ44710.1					WP_004193059.1					NP_249703.1			
OG0002105	IEKBFFFE_03118	OIDPMNJM_03227, OIDPMNJM_03457, OIDPMNJM_04913	LNLMDAFO_00144				OBS08593.1									NP_252968.1	WP_012478822.1		WP_012478822.1
OG0002106	IEKBFFFE_03124	OIDPMNJM_00692	LNLMDAFO_01934		AOV17699.1	APZ42891.1	OBS08629.1	AOU97255.1	WP_012537329.1	WP_010637066.1									
OG0002107	IEKBFFFE_03133	OIDPMNJM_00683	LNLMDAFO_01943		AOV18606.1	APZ42802.1	OBS08638.1	AOU97263.1	WP_012536882.1	WP_010639060.1									
OG0002108	IEKBFFFE_03177	OIDPMNJM_04128	LNLMDAFO_03078		AOV17154.1	APZ42429.1, APZ42736.1	OBS10528.1	AOU97677.1, AOU98291.1											
OG0002109	IEKBFFFE_03205	OIDPMNJM_04156	LNLMDAFO_03106	KPCADNOF_00962	AOV17069.1	APZ42664.1	OBS10904.1	AOU97994.1								NP_254122.1			
OG0002110	IEKBFFFE_03211	OIDPMNJM_04162	LNLMDAFO_03112		AOV17063.1	APZ42670.1	OBS10898.1	AOU97999.1									WP_012480971.1		WP_012480971.1
OG0002111	IEKBFFFE_03212	OIDPMNJM_04163	LNLMDAFO_03113		AOV18527.1	APZ42671.1	OBS10897.1	AOU98000.1					LFTS_00132	WP_218961617.1					
OG0002112	IEKBFFFE_03312	OIDPMNJM_04625	LNLMDAFO_02358			APZ43641.1					WP_004528991.1	WP_001275859.1				NP_249483.1	WP_012481005.1		WP_012481005.1
OG0002113	IEKBFFFE_03336	OIDPMNJM_00435	LNLMDAFO_01534		AOV16929.1, AOV18289.1	APZ44002.1							LFTS_00777	WP_036084103.1	WP_014449382.1				
OG0002114	IEKBFFFE_03367	OIDPMNJM_02917	LNLMDAFO_01797		AOV15874.1	APZ42011.1	OBS09378.1	AOU99253.1	WP_012536220.1	WP_010641966.1									
OG0002115	IEKBFFFE_03369	OIDPMNJM_02919	LNLMDAFO_01799		AOV15875.1	APZ44262.1	OBS09377.1	AOU99816.1	WP_009562360.1	WP_010639873.1									
OG0002116	IEKBFFFE_03395	OIDPMNJM_03190	LNLMDAFO_00683	KPCADNOF_01124, KPCADNOF_03216	AOV16113.1	APZ42216.1	OBS07940.1									NP_248827.1			
OG0002117	IEKBFFFE_03408	OIDPMNJM_00937	LNLMDAFO_02876	KPCADNOF_01454	AOV17274.1	APZ42870.1	OBS10391.1	AOU97563.1			WP_004522375.1								
OG0002118	IEKBFFFE_03434	OIDPMNJM_00963	LNLMDAFO_02849	KPCADNOF_01505	AOV15988.1	APZ43772.1, APZ43773.1, APZ44586.1	OBS09248.1												
OG0002119	IEKBFFFE_03517	OIDPMNJM_02796, OIDPMNJM_03465	LNLMDAFO_00524		AOV17713.1	APZ41742.1	OBS08610.1	AOU97239.1		WP_010638013.1									
OG0002120	IEKBFFFE_03523	OIDPMNJM_04655	LNLMDAFO_02387		AOV18433.1	APZ44716.1	OBS08743.1	AOU99535.1	WP_012537244.1	WP_010637312.1									
OG0002121	IEKBFFFE_03539	OIDPMNJM_04638	LNLMDAFO_02371	KPCADNOF_01351					WP_012537034.1			WP_000195171.1						WP_011070834.1, WP_011073772.1, WP_011074173.1	
OG0002122	IEKBFFFE_03589	OIDPMNJM_05258	LNLMDAFO_02114		AOV17402.1		OBS08859.1			WP_238529123.1			LFTS_01613	WP_052157963.1	WP_232502573.1				
OG0002123	IEKBFFFE_03611	OIDPMNJM_03120	LNLMDAFO_02732		AOV15785.1	APZ42200.1	OBS09465.1	AOU99323.1									WP_005410921.1		WP_005410921.1
OG0002124	IEKBFFFE_03704	OIDPMNJM_05028	LNLMDAFO_00233		AOV17998.1	APZ41843.1	OBS08008.1	AOU96942.1			WP_004535402.1					NP_248832.1			
OG0002125		OIDPMNJM_00698, OIDPMNJM_04190		KPCADNOF_03098, KPCADNOF_03421	AOV15733.1			AOU99365.1					LFTS_02450		WP_014450485.1	NP_250987.1			
OG0002126		OIDPMNJM_00790							WP_012537335.1	WP_010638349.1	WP_004521467.1					NP_249938.1, NP_250568.1, NP_252095.1		WP_011073845.1, WP_011073978.1	
OG0002127		OIDPMNJM_00919							WP_012537457.1	WP_010639318.1			LFTS_01035	WP_052157855.1		NP_254020.1	WP_005410524.1	WP_011074087.1	WP_005410524.1
OG0002128		OIDPMNJM_02242									WP_004195336.1	WP_000271153.1				NP_252447.1	WP_005414488.1, WP_012481526.1	WP_011073344.1	WP_005414488.1, WP_012481526.1
OG0002129		OIDPMNJM_02638					OBS07958.1	AOU98315.1		WP_010638421.1			LFTS_02222	WP_023524749.1	WP_014448367.1, WP_014448698.1, WP_014448828.1				
OG0002130		OIDPMNJM_02664									WP_004187830.1, WP_004552295.1, WP_004553696.1	WP_000285774.1, WP_001296581.1					WP_012481633.1	WP_011071761.1	WP_012481633.1
OG0002131		OIDPMNJM_04307				APZ41814.1	OBS08674.1	AOU99524.1				WP_001294573.1				NP_252998.1	WP_012480897.1	WP_011070812.1	WP_012480897.1
OG0002132		OIDPMNJM_04954			AOV15675.1	APZ41750.1	OBS08399.1	AOU96639.1			WP_004189988.1		LFTS_02533	WP_099590605.1	WP_050989574.1				
OG0002133		OIDPMNJM_05135						AOU96948.1, AOU96949.1, AOU98849.1							WP_014450391.1, WP_050989451.1, WP_148272494.1		WP_087944431.1		WP_087944431.1
OG0002134			LNLMDAFO_03161		AOV15810.1, AOV16095.1	APZ44477.1	OBS07967.1	AOU96978.1			WP_004543593.1	WP_000212426.1				NP_251712.1			
OG0002135				KPCADNOF_00175, KPCADNOF_00323, KPCADNOF_01544, KPCADNOF_02597, KPCADNOF_02838, KPCADNOF_03473, KPCADNOF_03675, KPCADNOF_03789							WP_004191840.1								
OG0002136				KPCADNOF_00307, KPCADNOF_01625							WP_004527122.1, WP_004535301.1	WP_000037562.1				NP_250951.1, NP_251034.1	WP_005409760.1		WP_005409760.1
OG0002137				KPCADNOF_00447, KPCADNOF_03056				AOU97977.1			WP_004553483.1	WP_000980098.1, WP_001300395.1				NP_252177.1, NP_253776.1		WP_011074279.1	
OG0002138				KPCADNOF_00477							WP_004558008.1, WP_024428817.1	WP_000237004.1, WP_000617473.1				NP_248940.1, NP_250119.1	WP_012480626.1		WP_012480626.1
OG0002139				KPCADNOF_00766							WP_004553509.1	WP_000406064.1				NP_251683.1	WP_044571210.1	WP_011071353.1, WP_011072167.1, WP_011073947.1	WP_044571210.1
OG0002140				KPCADNOF_00988		APZ42468.1			WP_009560795.1, WP_012606885.1		WP_004531320.1, WP_004531321.1, WP_004544244.1, WP_004550620.1, WP_004553496.1								
OG0002141				KPCADNOF_01065				AOU97429.1			WP_004191967.1, WP_004528383.1	WP_000617115.1, WP_001160108.1				NP_252561.1	WP_012480468.1		WP_012480468.1
OG0002142				KPCADNOF_01412		APZ43428.1			WP_009569877.1, WP_012606678.1, WP_012606992.1	WP_010637719.1, WP_010641126.1	WP_004193399.1	WP_001160737.1							
OG0002143				KPCADNOF_01423		APZ42472.1			WP_225487052.1	WP_050816000.1	WP_004194354.1, WP_004522939.1					NP_251904.1	WP_005407999.1		WP_005407999.1
OG0002144				KPCADNOF_01441		APZ42479.1			WP_012536983.1	WP_010636860.1	WP_004187762.1		LFTS_01716	WP_014961352.1	WP_014449034.1	NP_249202.1			
OG0002145				KPCADNOF_01624		APZ42476.1			WP_012536989.1	WP_010636870.1	WP_004193777.1, WP_004545403.1	WP_000689844.1						WP_011071532.1, WP_238560499.1	
OG0002146				KPCADNOF_01773	AOV17455.1		OBS08108.1, OBS08867.1	AOU97458.1			WP_004552148.1	WP_000610451.1					WP_044570612.1		WP_044570612.1
OG0002147				KPCADNOF_02352					WP_012536441.1	WP_010639890.1		WP_000396036.1	LFTS_01527	WP_036084174.1	WP_014449235.1	NP_253409.1		WP_011071164.1	
OG0002148				KPCADNOF_02787, KPCADNOF_03243, KPCADNOF_03244					WP_012536361.1		WP_004553360.1, WP_004553402.1, WP_004554113.1						WP_012479620.1		WP_012479620.1
OG0002149				KPCADNOF_02890							WP_004191181.1, WP_004194517.1	WP_000339065.1				NP_248918.1, NP_250690.1	WP_012479092.1	WP_011071998.1	WP_012479092.1
OG0002150				KPCADNOF_02981		APZ44202.1	OBS07970.1	AOU96974.1			WP_004190980.1, WP_004528095.1							WP_011070910.1, WP_011072402.1, WP_011072504.1	
OG0002151				KPCADNOF_03797								WP_001071648.1	LFTS_00145	WP_036079906.1	WP_014448432.1	NP_249626.1	WP_012481040.1	WP_011073298.1	WP_012481040.1
OG0002152					AOV15780.1		OBS08345.1		WP_009567632.1		WP_004197712.1, WP_004525695.1				WP_014448995.1	NP_251411.1	WP_012480908.1		WP_012480908.1
OG0002153					AOV15809.1			AOU97955.1	WP_009562409.1	WP_010640137.1			LFTS_01925	WP_014961621.1	WP_041774762.1			WP_011071100.1, WP_011072250.1	
OG0002154					AOV15815.1		OBS09442.1	AOU99304.1				WP_000019358.1, WP_000091199.1, WP_000183505.1, WP_000371666.1					WP_012481508.1		WP_012481508.1
OG0002155					AOV15965.1, AOV15987.1, AOV16320.1		OBS09249.1, OBS09268.1, OBS10225.1	AOU99124.1, AOU99145.1								NP_252203.1			
OG0002156					AOV16018.1, AOV17010.1, AOV17738.1	APZ42410.1	OBS08579.1	AOU97212.1				WP_001148390.1					WP_012481181.1		WP_012481181.1
OG0002157					AOV16078.1			AOU97865.1		WP_010639775.1	WP_004188446.1	WP_001301023.1	LFTS_01255	WP_201770214.1			WP_005407534.1		WP_005407534.1
OG0002158					AOV16600.1	APZ43945.1	OBS09862.1	AOU98501.1	WP_009567627.1	WP_010637090.1			LFTS_00283	WP_023524277.1	WP_014448597.1				
OG0002159					AOV16843.1			AOU97825.1	WP_012537511.1, WP_041646660.1		WP_004193924.1, WP_004199549.1	WP_000372108.1				NP_253133.1		WP_011073513.1	
OG0002160					AOV16895.1, AOV17086.1		OBS10961.1	AOU98321.1	WP_041645796.1	WP_010637710.1, WP_010640808.1				WP_023525255.1	WP_014450139.1				
OG0002161					AOV17390.1	APZ42582.1, APZ44464.1	OBS08883.1	AOU97467.1		WP_010637183.1, WP_010642444.1, WP_010642454.1, WP_029315963.1									
OG0002162					AOV17468.1		OBS09988.1	AOU98647.1	WP_012537516.1, WP_012537698.1	WP_010638485.1	WP_004194087.1, WP_004553579.1					NP_254141.1			
OG0002163					AOV17469.1		OBS09989.1	AOU98646.1	WP_012537517.1, WP_012537699.1	WP_029316037.1	WP_004528970.1	WP_000048190.1				NP_254140.1			
OG0002164					AOV17673.1		OBS08659.1			WP_010638180.1	WP_004187957.1					NP_251219.1	WP_005407530.1, WP_012478715.1		WP_005407530.1, WP_012478715.1
OG0002165					AOV17743.1		OBS08572.1	AOU97204.1	WP_012537080.1, WP_012537238.1	WP_010637339.1, WP_010642683.1, WP_010643065.1	WP_004189302.1								
OG0002166					AOV17980.1		OBS09159.1	AOU99063.1	WP_012537615.1		WP_004198314.1					NP_253184.1	WP_012479765.1	WP_011073863.1	WP_012479765.1
OG0002167					AOV18256.1	APZ44227.1	OBS09522.1	AOU99379.1			WP_004192556.1, WP_038728979.1		LFTS_00249	WP_036080077.1	WP_014448524.1				
OG0002168					AOV18280.1	APZ44406.1	OBS09551.1	AOU99849.1			WP_004534292.1					NP_252768.1	WP_005409112.1	WP_011073860.1	WP_005409112.1
OG0002169					AOV18564.1	APZ42715.1	OBS08865.1	AOU97457.1	WP_012536436.1	WP_029316142.1			LFTS_00800	WP_036083484.1	WP_014449750.1				
OG0002170					AOV18665.1		OBS08198.1	AOU96782.1								NP_250242.1, NP_252820.1	WP_012479714.1	WP_011073459.1, WP_011074321.1	WP_012479714.1
OG0002171						APZ41906.1	OBS08595.1	AOU97224.1	WP_012535794.1		WP_004533660.1					NP_251568.1, NP_253796.1	WP_005410992.1		WP_005410992.1
OG0002172						APZ42321.1					WP_004552916.1	WP_000192523.1	LFTS_02234	WP_023524715.1		NP_250850.1	WP_012480456.1	WP_011071679.1	WP_012480456.1
OG0002173						APZ42550.1	OBS07895.1	AOU97747.1			WP_004542162.1		LFTS_01122	WP_036082569.1	WP_014448712.1, WP_014448791.1	NP_250073.1			
OG0002174						APZ43148.1, APZ44627.1	OBS08980.1		WP_012606893.1			WP_001350510.1					WP_012479837.1, WP_198408049.1		WP_012479837.1, WP_198408049.1
OG0002175						APZ43342.1	OBS08839.1		WP_012537057.1		WP_004188709.1, WP_004206353.1, WP_004529563.1		LFTS_00836	WP_099590638.1	WP_014449706.1				
OG0002176						APZ44681.1					WP_004190802.1, WP_004194481.1	WP_000189207.1				NP_250996.1, NP_251606.1, YP_008719776.1		WP_011071857.1, WP_164925704.1	
OG0002177							OBS08457.1	AOU97110.1			WP_004189643.1					YP_008719746.1	WP_012479600.1, WP_033834825.1	WP_011070494.1	WP_012479600.1, WP_033834825.1
OG0002178							OBS10669.1	AOU98193.1			WP_004529289.1	WP_000637953.1, WP_000637982.1				NP_250309.1	WP_005407542.1	WP_011071322.1	WP_005407542.1
OG0002179								AOU97716.1, AOU98678.1					LFTS_02045		WP_014449195.1, WP_014449463.1, WP_014449742.1, WP_014449917.1, WP_014450197.1, WP_014450621.1				
OG0002180								AOU98411.1	WP_012537126.1	WP_010640513.1	WP_004192698.1, WP_004552977.1		LFTS_02075	WP_201770203.1			WP_012479968.1		WP_012479968.1
OG0002181									WP_009567689.1	WP_010641033.1	WP_004266648.1, WP_004552878.1	WP_000004616.1				NP_251957.1	WP_012481432.1	WP_011070590.1	WP_012481432.1
OG0002182									WP_012536015.1	WP_010641213.1	WP_004534300.1		LFTS_01479, LFTS_01547	WP_014961134.1, WP_036083261.1	WP_014449281.1, WP_014450510.1				
OG0002183									WP_012536373.1		WP_004546516.1, WP_004553757.1, WP_028358827.1					NP_248996.1, NP_249723.1, NP_250584.1	WP_012479621.1		WP_012479621.1
OG0002184									WP_012536954.1	WP_010642108.1	WP_004193371.1, WP_004193406.1		LFTS_00317	WP_161781701.1	WP_014448626.1, WP_014448766.1	NP_252416.1			
OG0002185									WP_012537111.1								WP_005410277.1, WP_012479746.1, WP_012481488.1, WP_044570851.1		WP_005410277.1, WP_012479746.1, WP_012481488.1, WP_044570851.1
OG0002186									WP_012607217.1	WP_010638046.1, WP_010641850.1, WP_010642672.1		WP_000457616.1					WP_012480671.1	WP_011074352.1, WP_238560482.1	WP_012480671.1
OG0002187									WP_225487046.1		WP_004190582.1, WP_004550629.1		LFTS_00496	WP_161781712.1	WP_014449226.1	NP_250854.1	WP_012480459.1		WP_012480459.1
OG0002188										WP_010638671.1, WP_202945905.1			LFTS_01224, LFTS_01763, LFTS_01764, LFTS_01768	WP_014961464.1, WP_099590660.1	WP_014449494.1				
OG0002189										WP_238529090.1	WP_004188612.1	WP_000924289.1, WP_000964221.1				NP_249728.1	WP_005411215.1	WP_011071529.1, WP_011073212.1	WP_005411215.1
OG0002190											WP_004187624.1, WP_004189844.1, WP_004521279.1, WP_004553231.1	WP_000801813.1				NP_250788.1, NP_254071.1		WP_011070946.1, WP_011071097.1	
OG0002191											WP_004193212.1, WP_004550904.1	WP_000270282.1	LFTS_00441	WP_036081297.1	WP_014449199.1		WP_005410354.1	WP_011073165.1	WP_005410354.1
OG0002192											WP_004195053.1	WP_000104441.1, WP_000210111.1, WP_000556048.1, WP_000558251.1, WP_001128335.1, WP_001128363.1, WP_001131758.1				NP_251012.1			
OG0002193											WP_004195349.1, WP_004203116.1, WP_004552708.1	WP_000779426.1, WP_000874226.1				NP_252620.1, NP_254192.1	WP_012481327.1		WP_012481327.1
OG0002194											WP_004201828.1, WP_004523356.1, WP_004528032.1, WP_004529674.1, WP_004531968.1, WP_004553464.1	WP_000100890.1				NP_250904.1, NP_252815.1			
OG0002195											WP_004206794.1	WP_000131044.1				NP_252622.1, NP_253978.1, NP_254062.1	WP_005409502.1, WP_012480528.1		WP_005409502.1, WP_012480528.1
OG0002196											WP_004527126.1	WP_000182053.1	LFTS_02472	WP_036081201.1	WP_014448555.1	NP_254070.1	WP_012479937.1	WP_011074294.1	WP_012479937.1
OG0002197											WP_004530099.1, WP_004552700.1	WP_000019348.1, WP_001403836.1				NP_250210.1, NP_253407.1	WP_012479127.1	WP_011071361.1	WP_012479127.1
OG0002198											WP_004531045.1, WP_004553015.1, WP_004553592.1, WP_004554067.1, WP_080014949.1						WP_012478861.1, WP_044571109.1		WP_012478861.1, WP_044571109.1
OG0002199											WP_004533228.1		LFTS_01236	WP_099590532.1	WP_014449759.1	NP_251960.1, NP_254120.1	WP_012480827.1	WP_011072768.1	WP_012480827.1
OG0002200											WP_004551468.1, WP_004552911.1, WP_011205626.1, WP_011325557.1, WP_014696818.1, WP_014696877.1, WP_041281254.1, WP_129195146.1, WP_143766832.1								
OG0002201													LFTS_01379, LFTS_02059, LFTS_02326	WP_036081127.1, WP_036081960.1, WP_052157906.1	WP_014448547.1, WP_014448549.1, WP_014448552.1				
OG0002202													LFTS_01946	WP_014961642.1	WP_014448900.1		WP_005409936.1, WP_012480536.1	WP_011072249.1, WP_011073531.1	WP_005409936.1, WP_012480536.1
OG0002203																NP_248882.1, NP_251025.1	WP_012478680.1, WP_012480328.1, WP_012480857.1	WP_011072660.1	WP_012478680.1, WP_012480328.1, WP_012480857.1
OG0002204																	WP_012478880.1, WP_012478924.1, WP_012479010.1	WP_011072703.1, WP_011073748.1, WP_164925698.1	WP_012478880.1, WP_012478924.1, WP_012479010.1
OG0002205	IEKBFFFE_00014	OIDPMNJM_02306	LNLMDAFO_01900		AOV17796.1	APZ42202.1	OBS10237.1	AOU98927.1	WP_009560793.1										
OG0002206	IEKBFFFE_00031	OIDPMNJM_02889	LNLMDAFO_00697		AOV16501.1	APZ42773.1	OBS08738.1	AOU99534.1	WP_009563398.1										
OG0002207	IEKBFFFE_00032	OIDPMNJM_02888	LNLMDAFO_00698		AOV16500.1	APZ42772.1	OBS08737.1	AOU97320.1	WP_009563400.1										
OG0002208	IEKBFFFE_00054	OIDPMNJM_00209, OIDPMNJM_01941	LNLMDAFO_00720, LNLMDAFO_02389							WP_010643051.1							WP_012479485.1		WP_012479485.1
OG0002209	IEKBFFFE_00063	OIDPMNJM_02460	LNLMDAFO_02658							WP_010638943.1	WP_004553039.1	WP_000018003.1					WP_012478969.1		WP_012478969.1
OG0002210	IEKBFFFE_00098	OIDPMNJM_02495	LNLMDAFO_02693		AOV18646.1	APZ44696.1	OBS08051.1	AOU99469.1								NP_253913.1			
OG0002211	IEKBFFFE_00118	OIDPMNJM_02515, OIDPMNJM_03121	LNLMDAFO_02713		AOV16074.1						WP_004194166.1	WP_000373021.1				NP_253278.1			
OG0002212	IEKBFFFE_00129	OIDPMNJM_01102	LNLMDAFO_00748		AOV17230.1	APZ42390.1	OBS10442.1	AOU97604.1								NP_253645.2			
OG0002213	IEKBFFFE_00168	OIDPMNJM_01137	LNLMDAFO_03181		AOV18026.1	APZ44054.1	OBS08039.1	AOU96912.1								NP_249731.1			
OG0002214	IEKBFFFE_00225	OIDPMNJM_02024	LNLMDAFO_01597		AOV17059.1	APZ44660.1	OBS10893.1	AOU99630.1				WP_000559900.1							
OG0002215	IEKBFFFE_00228	OIDPMNJM_02021	LNLMDAFO_01600		AOV16214.1		OBS10690.1	AOU98183.1									WP_012479071.1		WP_012479071.1
OG0002216	IEKBFFFE_00242	OIDPMNJM_02333	LNLMDAFO_03146, LNLMDAFO_03177		AOV18709.1				WP_009569336.1	WP_010637316.1	WP_014696815.1								
OG0002217	IEKBFFFE_00273, IEKBFFFE_00274, IEKBFFFE_03045	OIDPMNJM_01499, OIDPMNJM_01500	LNLMDAFO_01563, LNLMDAFO_01564								WP_004545170.1								
OG0002218	IEKBFFFE_00281	OIDPMNJM_00216	LNLMDAFO_02878	KPCADNOF_03585							WP_004197970.1					NP_250665.1	WP_005410936.1		WP_005410936.1
OG0002219	IEKBFFFE_00292	OIDPMNJM_00227	LNLMDAFO_02889		AOV15769.1	APZ42317.1	OBS09475.1	AOU99333.1		WP_010638837.1									
